name,mean lumi,std lumi,percentile,mean hue,std hue,label
C:\opencv\nonwhite\0\0\0_CV022_StoneImage112_2016-11-24_092838.JPG,167.4315761,0.0870689598039216,0.052978571,0.0440039465,0.390206993,0
C:\opencv\nonwhite\0\0\0_CV022_StoneImage36_2016-11-24_092838.JPG,170.4598205,0.0880587038039216,0.053732143,0.037632041,0.361294026,0
C:\opencv\nonwhite\0\0\0_CV022_StoneImage74_2016-11-24_092838.JPG,167.4198453,0.0802289971372549,0.053089286,0.021467009,0.260672895,0
C:\opencv\nonwhite\0\0\0_CV033_StoneImage112_2016-06-15_040730.JPG,167.4630454,0.0939708475686274,0.092246429,0.052449733,0.425546946,0
C:\opencv\nonwhite\0\0\0_CV033_StoneImage36_2016-06-15_040730.JPG,164.8991881,0.106700424039216,0.092817857,0.0729886925,0.505189455,0
C:\opencv\nonwhite\0\0\0_CV033_StoneImage74_2016-06-15_040730.JPG,167.0292007,0.0935053587058823,0.092585714,0.057268421,0.449527858,0
C:\opencv\nonwhite\0.0\0.0354\0.0354_CV018_StoneImage112_2016-11-23_045355.JPG,174.8316286,0.0717313805490196,0.009078571,0.0294622175,0.316815515,0
C:\opencv\nonwhite\0.0\0.0354\0.0354_CV018_StoneImage36_2016-11-23_045355.JPG,179.0379698,0.06872068,0.009217857,0.0083391325,0.098993517,0
C:\opencv\nonwhite\0.0\0.0354\0.0354_CV018_StoneImage74_2016-11-23_045355.JPG,178.8204545,0.0748016649803922,0.009428571,0.0073169455,0.069275479,0
C:\opencv\nonwhite\0.4\0.44068\0.44068_CV001_StoneImage112_2019-11-26_183419.JPG,139.523218,0.128942004980392,0.053760714,0.182065849,0.652713626,0
C:\opencv\nonwhite\0.4\0.44068\0.44068_CV001_StoneImage36_2019-11-26_183419.JPG,138.3387887,0.120476145686275,0.053246429,0.1788822375,0.645539106,0
C:\opencv\nonwhite\0.4\0.44068\0.44068_CV001_StoneImage74_2019-11-26_183419.JPG,137.93085,0.125131729294118,0.054746429,0.170753157,0.638507423,0
C:\opencv\nonwhite\0.4\0.460\0.460_CV001_StoneImage112_2019-11-26_183636.JPG,133.0677966,0.13194737945098,0.053942857,0.183173438,0.668218927,0
C:\opencv\nonwhite\0.4\0.460\0.460_CV001_StoneImage36_2019-11-26_183636.JPG,129.5474324,0.124106359803922,0.054664286,0.2085250825,0.705293135,0
C:\opencv\nonwhite\0.4\0.460\0.460_CV001_StoneImage74_2019-11-26_183636.JPG,130.3630757,0.13317587427451,0.055596429,0.210535091,0.689141507,0
C:\opencv\nonwhite\0.4\0.462\0.462_CV001_StoneImage112_2019-11-26_183758.JPG,136.6612088,0.103517423960784,0.058675,0.118440734,0.510294024,0
C:\opencv\nonwhite\0.4\0.462\0.462_CV001_StoneImage36_2019-11-26_183758.JPG,148.6757146,0.132897645882353,0.052103571,0.068898938,0.35111108,0
C:\opencv\nonwhite\0.4\0.462\0.462_CV001_StoneImage74_2019-11-26_183758.JPG,141.9900864,0.110107422666667,0.059082143,0.084866824,0.394351648,0
C:\opencv\nonwhite\0.4\0.464\0.464_CV001_StoneImage112_2019-11-26_183903.JPG,139.1496495,0.137573693882353,0.056035714,0.1474426305,0.552304934,0
C:\opencv\nonwhite\0.4\0.464\0.464_CV001_StoneImage36_2019-11-26_183903.JPG,143.6921491,0.142455311254902,0.058910714,0.1651756125,0.653538914,0
C:\opencv\nonwhite\0.4\0.464\0.464_CV001_StoneImage74_2019-11-26_183903.JPG,148.8066411,0.149149599607843,0.055928571,0.1122570425,0.483560114,0
C:\opencv\nonwhite\0.5\0.505\0.505_CV001_StoneImage113_2019-11-26_183455.JPG,136.8487548,0.134939694117647,0.058939286,0.188362077,0.688893978,0
C:\opencv\nonwhite\0.5\0.505\0.505_CV001_StoneImage37_2019-11-26_183455.JPG,130.9480102,0.110093111490196,0.057703571,0.1976484225,0.67833297,0
C:\opencv\nonwhite\0.5\0.505\0.505_CV001_StoneImage75_2019-11-26_183455.JPG,132.9573745,0.125708777098039,0.058817857,0.199487284,0.694962729,0
C:\opencv\nonwhite\0.5\0.571\0.571_CV001_StoneImage113_2019-11-26_184112.JPG,145.2136876,0.115200979647059,0.066535714,0.0581212055,0.306009228,0
C:\opencv\nonwhite\0.5\0.571\0.571_CV001_StoneImage37_2019-11-26_184112.JPG,131.857664,0.136461649372549,0.060696429,0.299270423,0.8067842,0
C:\opencv\nonwhite\0.5\0.571\0.571_CV001_StoneImage75_2019-11-26_184112.JPG,142.2533085,0.119545869294118,0.067196429,0.1037175205,0.513119329,0
C:\opencv\nonwhite\0.8\0.812\0.812_CV001_StoneImage112_2019-11-26_183941.JPG,140.5480897,0.136325529921569,0.086,0.1573485155,0.582870014,0
C:\opencv\nonwhite\0.8\0.812\0.812_CV001_StoneImage36_2019-11-26_183941.JPG,134.2828912,0.12744489172549,0.079157143,0.1564361055,0.568854603,0
C:\opencv\nonwhite\0.8\0.812\0.812_CV001_StoneImage74_2019-11-26_183941.JPG,133.1890207,0.109928291490196,0.089389286,0.136282281,0.502162976,0
C:\opencv\nonwhite\00\00\00_CV022_StoneImage112_2016-12-06_143852.JPG,153.2034173,0.0900018765098039,0.092596429,0.0477607955,0.363143956,0
C:\opencv\nonwhite\00\00\00_CV022_StoneImage36_2016-12-06_143852.JPG,164.0009268,0.102678260941176,0.100189286,0.0255865195,0.288480963,0
C:\opencv\nonwhite\00\00\00_CV022_StoneImage74_2016-12-06_143852.JPG,165.9358955,0.0832432148627451,0.09655,0.0133673525,0.184442953,0
C:\opencv\nonwhite\000\0000014138\0000014138_CV022_StoneImage113_2017-03-20_122908.JPG,178.6162106,0.0741728930196078,0.195242857,0.015572232,0.216620782,0
C:\opencv\nonwhite\000\0000014138\0000014138_CV022_StoneImage37_2017-03-20_122908.JPG,176.9116311,0.0921127229411765,0.194921429,0.0359968565,0.356467441,0
C:\opencv\nonwhite\000\0000014138\0000014138_CV022_StoneImage75_2017-03-20_122908.JPG,174.6318092,0.0898797115294118,0.198392857,0.0373049035,0.357100913,0
C:\opencv\nonwhite\000\0000371325\0000371325_CV016_StoneImage113_2017-05-12_060024.JPG,170.488362,0.0802167890196079,0.041121429,0.0146013525,0.207095616,0
C:\opencv\nonwhite\000\0000371325\0000371325_CV016_StoneImage37_2017-05-12_060024.JPG,172.6090488,0.0927895562352941,0.040889286,0.0329248315,0.338480618,0
C:\opencv\nonwhite\000\0000371325\0000371325_CV016_StoneImage75_2017-05-12_060024.JPG,171.8753196,0.0961393267843137,0.041907143,0.0387641185,0.362991021,0
C:\opencv\nonwhite\000\0000393892\0000393892_CV010_StoneImage112_2017-08-02_201915.JPG,177.240566,0.0793845311764706,0.046942857,0.0284488055,0.305183063,0
C:\opencv\nonwhite\000\0000393892\0000393892_CV010_StoneImage36_2017-08-02_201915.JPG,175.0739692,0.0811819460392157,0.046689286,0.0326063235,0.336371931,0
C:\opencv\nonwhite\000\0000393892\0000393892_CV010_StoneImage74_2017-08-02_201915.JPG,178.1719191,0.0789457712156863,0.046803571,0.022589858,0.258283247,0
C:\opencv\nonwhite\000\0000394020\0000394020_CV010_StoneImage112_2017-08-02_194940.JPG,170.0783876,0.0992794230588235,0.092853571,0.046952965,0.394007529,0
C:\opencv\nonwhite\000\0000394020\0000394020_CV010_StoneImage36_2017-08-02_194940.JPG,167.4103518,0.0915470322745098,0.093082143,0.042830969,0.372722298,0
C:\opencv\nonwhite\000\0000394020\0000394020_CV010_StoneImage74_2017-08-02_194940.JPG,171.198159,0.110566002745098,0.093503571,0.05427835,0.43317141,0
C:\opencv\nonwhite\000\0000426185\0000426185_CV034_StoneImage112_2017-05-05_031622.JPG,178.3853099,0.084966588627451,0.041135714,0.02460963,0.293076974,0
C:\opencv\nonwhite\000\0000426185\0000426185_CV034_StoneImage36_2017-05-05_031622.JPG,182.8118795,0.0723973538431373,0.042089286,0.0046902,0.101249818,0
C:\opencv\nonwhite\000\0000426185\0000426185_CV034_StoneImage74_2017-05-05_031622.JPG,181.6663831,0.0898463275294118,0.041975,0.031844774,0.324878862,0
C:\opencv\nonwhite\000\0000576086\0000576086_CV022_StoneImage112_2017-05-16_084140.JPG,162.0167595,0.0945738264313725,0.132121429,0.039077587,0.367321294,0
C:\opencv\nonwhite\000\0000576086\0000576086_CV022_StoneImage36_2017-05-16_084140.JPG,164.5224048,0.0982482371764706,0.124096429,0.033348357,0.343269707,0
C:\opencv\nonwhite\000\0000576086\0000576086_CV022_StoneImage74_2017-05-16_084140.JPG,165.7748601,0.102585101098039,0.134646429,0.0550131145,0.431597786,0
C:\opencv\nonwhite\000\0000576139\0000576139_CV022_StoneImage112_2017-05-17_083804.JPG,164.5556301,0.0900635570980392,0.095882143,0.031612316,0.321685062,0
C:\opencv\nonwhite\000\0000576139\0000576139_CV022_StoneImage36_2017-05-17_083804.JPG,169.0359277,0.0828449976078431,0.092646429,0.0255505625,0.28582044,0
C:\opencv\nonwhite\000\0000576139\0000576139_CV022_StoneImage74_2017-05-17_083804.JPG,165.5438803,0.0871632278039216,0.093842857,0.042893982,0.389715238,0
C:\opencv\nonwhite\000\0000588507\0000588507_CV022_StoneImage112_2017-05-09_114400.JPG,175.5737372,0.0996174469803922,0.103867857,0.044791786,0.400285939,0
C:\opencv\nonwhite\000\0000588507\0000588507_CV022_StoneImage36_2017-05-09_114400.JPG,182.6549594,0.085618458627451,0.102907143,0.019879513,0.227330891,0
C:\opencv\nonwhite\000\0000588507\0000588507_CV022_StoneImage74_2017-05-09_114400.JPG,180.9945267,0.0670755244705882,0.10375,0.010581809,0.173671438,0
C:\opencv\nonwhite\000\0000827306\0000827306_CV001_StoneImage112_2018-02-07_224341.JPG,178.6347622,0.0706875751372549,0.083732143,0.010008422,0.161540089,0
C:\opencv\nonwhite\000\0000827306\0000827306_CV001_StoneImage36_2018-02-07_224341.JPG,185.9729495,0.101243378627451,0.073935714,0.0084000005,0.147744339,0
C:\opencv\nonwhite\000\0000827306\0000827306_CV001_StoneImage74_2018-02-07_224341.JPG,178.6764287,0.0810429885882353,0.082682143,0.0126633985,0.194911462,0
C:\opencv\nonwhite\000\0000828044\0000828044_CV001_StoneImage113_2018-02-07_233340.JPG,179.0605873,0.107501007803922,0.092310714,0.0486915015,0.408616003,0
C:\opencv\nonwhite\000\0000828044\0000828044_CV001_StoneImage37_2018-02-07_233340.JPG,183.0127017,0.0931121981176471,0.093632143,0.012380843,0.196029825,0
C:\opencv\nonwhite\000\0000828044\0000828044_CV001_StoneImage75_2018-02-07_233340.JPG,181.6463344,0.091329268745098,0.093096429,0.028542692,0.317632296,0
C:\opencv\nonwhite\000\0000962424\0000962424_CV041_StoneImage113_2018-04-02_223615.JPG,183.1411324,0.0946303482745098,0.067742857,0.0347612925,0.340495518,0
C:\opencv\nonwhite\000\0000962424\0000962424_CV041_StoneImage37_2018-04-02_223615.JPG,178.160192,0.0568699952941176,0.055803571,0.006988374,0.126502689,0
C:\opencv\nonwhite\000\0000962424\0000962424_CV041_StoneImage75_2018-04-02_223615.JPG,178.7606645,0.0729427915686275,0.057182143,0.0056087885,0.112120163,0
C:\opencv\nonwhite\000\0000964714\0000964714_CV041_StoneImage111_2018-04-02_200542.JPG,97.56895261,0.148856822117647,0.066764286,0.4493851545,0.740156025,0
C:\opencv\nonwhite\000\0000964714\0000964714_CV041_StoneImage36_2018-04-02_200542.JPG,90.7470117,0.118238066470588,0.056171429,0.452047015,0.720842498,0
C:\opencv\nonwhite\000\0000964714\0000964714_CV041_StoneImage73_2018-04-02_200542.JPG,90.15644075,0.126725084470588,0.056753571,0.480208152,0.745021402,0
C:\opencv\nonwhite\000\0000978036\0000978036_CV041_StoneImage112_2018-04-03_011501.JPG,178.5280899,0.078561264,0.038142857,0.017977498,0.227312714,0
C:\opencv\nonwhite\000\0000978036\0000978036_CV041_StoneImage36_2018-04-03_011501.JPG,179.2976812,0.0837803509411765,0.038967857,0.022322799,0.271168608,0
C:\opencv\nonwhite\000\0000978036\0000978036_CV041_StoneImage74_2018-04-03_011501.JPG,178.7275187,0.0944515729803922,0.038285714,0.0363448605,0.351365538,0
C:\opencv\nonwhite\000\0001021097\0001021097_CV021_StoneImage112_2017-06-28_122808.JPG,176.8297283,0.0846482174901961,0.104517857,0.0235658175,0.24721899,0
C:\opencv\nonwhite\000\0001021097\0001021097_CV021_StoneImage36_2017-06-28_122808.JPG,181.5224448,0.0907877818039216,0.103428571,0.024662304,0.2933204,0
C:\opencv\nonwhite\000\0001021097\0001021097_CV021_StoneImage74_2017-06-28_122808.JPG,177.476902,0.0874031140784314,0.104214286,0.0271793825,0.298756709,0
C:\opencv\nonwhite\000\0001138528\0001138528_CV041_StoneImage111_2019-03-07_151734.JPG,178.6614435,0.0837654329019608,0.082735714,0.0116359845,0.180924433,0
C:\opencv\nonwhite\000\0001138528\0001138528_CV041_StoneImage36_2019-03-07_151734.JPG,177.0056311,0.107248504039216,0.08245,0.0363897335,0.352835623,0
C:\opencv\nonwhite\000\0001138528\0001138528_CV041_StoneImage73_2019-03-07_151734.JPG,176.5625485,0.0958016405098039,0.08285,0.032102853,0.329648267,0
C:\opencv\nonwhite\000\0001693479\0001693479_CV021_StoneImage113_2017-09-10_111903.JPG,172.7432439,0.0909898245882353,0.073082143,0.028924755,0.303319222,0
C:\opencv\nonwhite\000\0001693479\0001693479_CV021_StoneImage37_2017-09-10_111903.JPG,173.5858957,0.0900389603921569,0.072014286,0.0222998605,0.265878485,0
C:\opencv\nonwhite\000\0001693479\0001693479_CV021_StoneImage75_2017-09-10_111903.JPG,173.1261853,0.0902363905098039,0.073446429,0.020245423,0.249986098,0
C:\opencv\nonwhite\000\0001954939\0001954939_CV022_StoneImage112_2017-10-09_121031.JPG,158.4598198,0.109991162156863,0.151060714,0.0443808185,0.397006046,0
C:\opencv\nonwhite\000\0001954939\0001954939_CV022_StoneImage36_2017-10-09_121031.JPG,164.8477194,0.0971419615686275,0.159339286,0.041589951,0.382208575,0
C:\opencv\nonwhite\000\0001954939\0001954939_CV022_StoneImage74_2017-10-09_121031.JPG,160.8391959,0.0955484396470588,0.154025,0.0676442705,0.481264296,0
C:\opencv\nonwhite\000\0001964885\0001964885_CV021_StoneImage111_2017-09-28_113138.JPG,169.1651769,0.0848285691764706,0.083503571,0.0230017115,0.288337089,0
C:\opencv\nonwhite\000\0001964885\0001964885_CV021_StoneImage36_2017-09-28_113138.JPG,169.6400779,0.109611350705882,0.077010714,0.016708938,0.241831508,0
C:\opencv\nonwhite\000\0001964885\0001964885_CV021_StoneImage73_2017-09-28_113138.JPG,170.7527034,0.102165165372549,0.077942857,0.027434008,0.30884941,0
C:\opencv\nonwhite\000\0002205263\0002205263_CV002_StoneImage112_2017-10-27_045331.JPG,178.5979366,0.0886669063529412,0.072003571,0.0309847525,0.314612716,0
C:\opencv\nonwhite\000\0002205263\0002205263_CV002_StoneImage36_2017-10-27_045331.JPG,176.2091633,0.0899649984705882,0.071714286,0.040633414,0.376246211,0
C:\opencv\nonwhite\000\0002205263\0002205263_CV002_StoneImage74_2017-10-27_045331.JPG,179.4279357,0.0769694194117647,0.072232143,0.0223879155,0.264954172,0
C:\opencv\nonwhite\000\0002456019\0002456019_CV017_StoneImage113_2017-12-14_055525.JPG,161.9152769,0.100393965137255,0.101717857,0.0365518085,0.338326665,0
C:\opencv\nonwhite\000\0002456019\0002456019_CV017_StoneImage37_2017-12-14_055525.JPG,166.781833,0.0961616183137255,0.100496429,0.021193397,0.252636097,0
C:\opencv\nonwhite\000\0002456019\0002456019_CV017_StoneImage75_2017-12-14_055525.JPG,165.020904,0.0912630948627451,0.103192857,0.0258457085,0.28219877,0
C:\opencv\nonwhite\000\0002742104\0002742104_CV017_StoneImage112_2018-01-15_073420.JPG,166.9074056,0.0820430332941176,0.073014286,0.0067885075,0.113449371,0
C:\opencv\nonwhite\000\0002742104\0002742104_CV017_StoneImage36_2018-01-15_073420.JPG,178.1363002,0.0883512005882353,0.058825,0.0061454775,0.117038597,0
C:\opencv\nonwhite\000\0002742104\0002742104_CV017_StoneImage74_2018-01-15_073420.JPG,165.6342378,0.0872404521176471,0.069492857,0.012454308,0.192415814,0
C:\opencv\nonwhite\000\0002801970\0002801970_CV017_StoneImage112_2018-01-18_040129.JPG,179.4461994,0.0950849909803922,0.071228571,0.0318334235,0.328391399,0
C:\opencv\nonwhite\000\0002801970\0002801970_CV017_StoneImage36_2018-01-18_040129.JPG,176.9763939,0.0878489664313725,0.072317857,0.029693359,0.31771569,0
C:\opencv\nonwhite\000\0002801970\0002801970_CV017_StoneImage74_2018-01-18_040129.JPG,178.9105159,0.0960128691764706,0.072,0.030938712,0.327085941,0
C:\opencv\nonwhite\000\0002860517\0002860517_CV017_StoneImage113_2018-01-24_091408.JPG,165.4148525,0.0916274217254902,0.040685714,0.0341964,0.328429982,0
C:\opencv\nonwhite\000\0002860517\0002860517_CV017_StoneImage37_2018-01-24_091408.JPG,163.5284699,0.0999284239607843,0.041710714,0.0561223055,0.424791747,0
C:\opencv\nonwhite\000\0002860517\0002860517_CV017_StoneImage75_2018-01-24_091408.JPG,165.918268,0.102544642235294,0.041075,0.045885859,0.392864476,0
C:\opencv\nonwhite\000\0002954255\0002954255_CV001_StoneImage113_2018-02-07_205027.JPG,117.9710201,0.10587108572549,0.101425,0.267030488,0.640938257,0
C:\opencv\nonwhite\000\0002954255\0002954255_CV001_StoneImage37_2018-02-07_205027.JPG,109.1742563,0.114570668705882,0.097721429,0.3840875015,0.735228892,0
C:\opencv\nonwhite\000\0002954255\0002954255_CV001_StoneImage75_2018-02-07_205027.JPG,117.1709796,0.0977031699215686,0.106132143,0.29109107,0.678585661,0
C:\opencv\nonwhite\000\0003388242\0003388242_CV014_StoneImage111_2018-03-13_061831.JPG,166.2026127,0.0916248046666667,0.042375,0.0468018085,0.39821142,0
C:\opencv\nonwhite\000\0003388242\0003388242_CV014_StoneImage36_2018-03-13_061831.JPG,168.2991866,0.0960619385098039,0.04215,0.053197591,0.425779157,0
C:\opencv\nonwhite\000\0003388242\0003388242_CV014_StoneImage73_2018-03-13_061831.JPG,171.5153656,0.106617190392157,0.041953571,0.052833453,0.419744975,0
C:\opencv\nonwhite\000\0003388249\0003388249_CV014_StoneImage112_2018-03-14_030437.JPG,172.6299615,0.0891335915294118,0.04265,0.0365911715,0.357342023,0
C:\opencv\nonwhite\000\0003388249\0003388249_CV014_StoneImage36_2018-03-14_030437.JPG,173.3354757,0.0902867935294118,0.042232143,0.0369500075,0.363265369,0
C:\opencv\nonwhite\000\0003388249\0003388249_CV014_StoneImage74_2018-03-14_030437.JPG,172.9146616,0.0907387221568628,0.042896429,0.039340501,0.372396358,0
C:\opencv\nonwhite\000\0003388314\0003388314_CV014_StoneImage113_2018-03-13_073851.JPG,173.0732925,0.0781523974117647,0.040785714,0.014451825,0.189163575,0
C:\opencv\nonwhite\000\0003388314\0003388314_CV014_StoneImage37_2018-03-13_073851.JPG,172.442344,0.0971744140784314,0.041564286,0.0373981625,0.352368627,0
C:\opencv\nonwhite\000\0003388314\0003388314_CV014_StoneImage75_2018-03-13_073851.JPG,174.0191571,0.0815716648235294,0.041014286,0.016643141,0.219094731,0
C:\opencv\nonwhite\000\0003388351\0003388351_CV014_StoneImage112_2018-03-14_030312.JPG,177.5243893,0.0730820584313725,0.044003571,0.0110295285,0.174848627,0
C:\opencv\nonwhite\000\0003388351\0003388351_CV014_StoneImage36_2018-03-14_030312.JPG,172.7279126,0.0892401550196078,0.044142857,0.0417001695,0.379537474,0
C:\opencv\nonwhite\000\0003388351\0003388351_CV014_StoneImage74_2018-03-14_030312.JPG,175.827509,0.087500196745098,0.044660714,0.0365527855,0.35387392,0
C:\opencv\nonwhite\000\0003388529\0003388529_CV014_StoneImage113_2018-03-13_062331.JPG,174.1076213,0.0822172922352941,0.047189286,0.028891095,0.314172068,0
C:\opencv\nonwhite\000\0003388529\0003388529_CV014_StoneImage37_2018-03-13_062331.JPG,177.7103417,0.0738809232941176,0.047346429,0.014090844,0.212943775,0
C:\opencv\nonwhite\000\0003388529\0003388529_CV014_StoneImage75_2018-03-13_062331.JPG,178.5574427,0.0868366963529412,0.048153571,0.026172406,0.294664903,0
C:\opencv\nonwhite\000\0003388608\0003388608_CV014_StoneImage112_2018-03-14_015637.JPG,171.2708618,0.0957535020784314,0.057435714,0.0382174795,0.366446336,0
C:\opencv\nonwhite\000\0003388608\0003388608_CV014_StoneImage36_2018-03-14_015637.JPG,171.1222064,0.0939911603137255,0.057689286,0.0389600955,0.359772227,0
C:\opencv\nonwhite\000\0003388608\0003388608_CV014_StoneImage74_2018-03-14_015637.JPG,173.27176,0.0910929497254902,0.057732143,0.0293530795,0.291435604,0
C:\opencv\nonwhite\000\0003388667\0003388667_CV014_StoneImage112_2018-03-14_025325.JPG,177.0180209,0.0750859670980392,0.056482143,0.0088714975,0.140477563,0
C:\opencv\nonwhite\000\0003388667\0003388667_CV014_StoneImage36_2018-03-14_025325.JPG,175.6320877,0.0822322102745098,0.057632143,0.024812525,0.286619294,0
C:\opencv\nonwhite\000\0003388667\0003388667_CV014_StoneImage74_2018-03-14_025325.JPG,175.9360491,0.0901578764705882,0.056460714,0.0310485975,0.328162551,0
C:\opencv\nonwhite\000\0003389033\0003389033_CV014_StoneImage111_2018-03-14_021003.JPG,178.9569253,0.0925462744705882,0.080425,0.0368949275,0.355915495,0
C:\opencv\nonwhite\000\0003389033\0003389033_CV014_StoneImage36_2018-03-14_021003.JPG,179.7640054,0.0839777569803922,0.079178571,0.020616796,0.260903405,0
C:\opencv\nonwhite\000\0003389033\0003389033_CV014_StoneImage73_2018-03-14_021003.JPG,178.2993104,0.0932656092941176,0.080792857,0.0348283215,0.338525331,0
C:\opencv\nonwhite\000\0003419313\0003419313_CV014_StoneImage113_2018-03-13_031858.JPG,177.8025781,0.093423775372549,0.036017857,0.035812634,0.348012097,0
C:\opencv\nonwhite\000\0003419313\0003419313_CV014_StoneImage37_2018-03-13_031858.JPG,179.9788641,0.0724007922745098,0.035653571,0.009428703,0.133161923,0
C:\opencv\nonwhite\000\0003419313\0003419313_CV014_StoneImage75_2018-03-13_031858.JPG,177.6489755,0.0904266334117647,0.035732143,0.0334459085,0.323406309,0
C:\opencv\nonwhite\000\0003419482\0003419482_CV014_StoneImage111_2018-03-14_031641.JPG,176.3825479,0.0878662547058824,0.099660714,0.029973426,0.31377414,0
C:\opencv\nonwhite\000\0003419482\0003419482_CV014_StoneImage113_2018-03-14_031545.JPG,176.2790497,0.085280843372549,0.099367857,0.015652941,0.218412028,0
C:\opencv\nonwhite\000\0003419482\0003419482_CV014_StoneImage36_2018-03-14_031641.JPG,174.0859319,0.0822317963529412,0.098957143,0.025229675,0.29113264,0
C:\opencv\nonwhite\000\0003419482\0003419482_CV014_StoneImage37_2018-03-14_031545.JPG,175.6715938,0.087825563882353,0.098821429,0.0271101085,0.305164746,0
C:\opencv\nonwhite\000\0003419482\0003419482_CV014_StoneImage73_2018-03-14_031641.JPG,175.8200997,0.0775641148235294,0.098864286,0.0158903075,0.22320348,0
C:\opencv\nonwhite\000\0003419482\0003419482_CV014_StoneImage75_2018-03-14_031545.JPG,175.6169686,0.0777916242352941,0.098164286,0.017546071,0.2336526,0
C:\opencv\nonwhite\000\0003518242\0003518242_CV014_StoneImage112_2018-03-29_022329.JPG,177.6930794,0.0728167810196078,0.042007143,0.007870633,0.128100017,0
C:\opencv\nonwhite\000\0003518242\0003518242_CV014_StoneImage36_2018-03-29_022329.JPG,177.1024678,0.0852066707843137,0.041825,0.023428974,0.282676456,0
C:\opencv\nonwhite\000\0003518242\0003518242_CV014_StoneImage74_2018-03-29_022329.JPG,175.4340636,0.0945620529019608,0.041896429,0.0430046925,0.371950923,0
C:\opencv\nonwhite\000\0003878735\0003878735_CV022_StoneImage112_2018-04-29_081449.JPG,160.638517,0.092101895372549,0.185910714,0.0285990515,0.308001179,0
C:\opencv\nonwhite\000\0003878735\0003878735_CV022_StoneImage36_2018-04-29_081449.JPG,165.4281727,0.0996160965882353,0.186832143,0.0427159575,0.378186484,0
C:\opencv\nonwhite\000\0003878735\0003878735_CV022_StoneImage74_2018-04-29_081449.JPG,147.2464248,0.0943635710588235,0.154335714,0.12325122,0.579677343,0
C:\opencv\nonwhite\000\0003926673\0003926673_CV022_StoneImage113_2018-04-29_082104.JPG,160.9925773,0.0756267550980392,0.161185714,0.023333616,0.268048838,0
C:\opencv\nonwhite\000\0003926673\0003926673_CV022_StoneImage37_2018-04-29_082104.JPG,174.4763375,0.0858636994509804,0.1781,0.0068016995,0.107242792,0
C:\opencv\nonwhite\000\0003926673\0003926673_CV022_StoneImage75_2018-04-29_082104.JPG,166.6506835,0.0879690707058823,0.137942857,0.025854604,0.287324251,0
C:\opencv\nonwhite\000\0004454509\0004454509_CV016_StoneImage113_2018-06-12_105129.JPG,166.372098,0.101982514901961,0.133067857,0.0438672595,0.366592672,0
C:\opencv\nonwhite\000\0004454509\0004454509_CV016_StoneImage37_2018-06-12_105129.JPG,167.9840532,0.0886226389411765,0.129896429,0.0161552495,0.202606438,0
C:\opencv\nonwhite\000\0004454509\0004454509_CV016_StoneImage75_2018-06-12_105129.JPG,165.8282194,0.0948887651764706,0.132457143,0.030202645,0.302389028,0
C:\opencv\nonwhite\000\0004788827\0004788827_CV042_StoneImage112_2018-07-06_093240.JPG,182.167246,0.0844422503137255,0.082192857,0.007123277,0.110356562,0
C:\opencv\nonwhite\000\0004788827\0004788827_CV042_StoneImage36_2018-07-06_093240.JPG,176.9103814,0.0885274995686274,0.083528571,0.034319347,0.345042798,0
C:\opencv\nonwhite\000\0004788827\0004788827_CV042_StoneImage74_2018-07-06_093240.JPG,177.7647344,0.0858121757254902,0.081139286,0.0244875525,0.285031113,0
